11.862	17.821	-38.474	7.0119	-18.428	-0.4113	11.862	12.93	12.338	13.712	13.307	13.087	10.555	10.659	12.095	11.177	10.722	11.982	12.087	12	12.211	12.427	12.195	15.093	15.141	14.834	14.68	14.93	15.092	14.603	9.4267	9.6036	8.5451	8.0158	7.5261	7.1975	7.7805	17.821	15.908	8.8603	1.7056	1.1167	0.95791	15.925	8.6002	1.9086	1.1252	0.71739	20.005	22.174	24.387	25.977	27.616	29.262	25.602	20.406	17.347	15.818	15.224	14.73	15.078	25.391	19.752	16.697	15.17	14.604	14.125	14.634	-38.474	-37.441	-36.417	-40.047	-38.177	-37.207	-38.232	-36.746	-40.255	-38.462	-37.573	-38.299	-38.062	-38.01	-37.852	-37.855	-37.791	-37.227	-37.415	-36.157	-35.528	-35.482	-35.493	-35.598	-39.726	-40.179	-39.208	-38.722	-38.375	-38.051	-37.968
11.86	17.824	-38.477	7.065	-18.324	-0.37611	11.86	12.931	12.341	13.715	13.36	13.145	10.555	10.663	12.093	11.179	10.726	11.98	12.086	11.999	12.211	12.425	12.19	15.093	15.141	14.836	14.683	14.932	15.094	14.606	9.4236	9.6028	8.5465	8.0184	7.5285	7.1997	7.7833	17.824	15.91	8.863	1.7067	1.0906	1.1127	15.926	8.6022	1.9132	1.1343	0.71911	20.008	22.177	24.389	25.979	27.618	29.265	25.605	20.409	17.349	15.82	15.226	14.731	15.08	25.394	19.755	16.698	15.169	14.604	14.126	14.634	-38.477	-37.447	-36.424	-40.051	-38.18	-37.196	-38.234	-36.746	-40.262	-38.465	-37.578	-38.3	-38.062	-38.009	-37.852	-37.857	-37.795	-37.229	-37.419	-36.161	-35.532	-35.484	-35.494	-35.601	-39.721	-40.171	-39.204	-38.72	-38.373	-38.049	-37.966
11.857	17.823	-38.484	7.1073	-18.245	-0.42873	11.857	12.929	12.343	13.717	13.345	13.127	10.552	10.667	12.096	11.18	10.727	11.978	12.084	11.996	12.211	12.426	12.19	15.09	15.141	14.836	14.684	14.934	15.097	14.608	9.4203	9.6021	8.5476	8.0203	7.5302	7.2013	7.7848	17.823	15.908	8.8616	1.7067	1.1017	1.0704	15.926	8.6019	1.9098	1.1316	0.71782	20.006	22.175	24.388	25.978	27.616	29.263	25.603	20.407	17.348	15.818	15.225	14.731	15.078	25.393	19.754	16.696	15.167	14.601	14.122	14.63	-38.484	-37.457	-36.423	-40.053	-38.182	-37.199	-38.24	-36.752	-40.262	-38.466	-37.579	-38.304	-38.063	-38.009	-37.855	-37.867	-37.813	-37.228	-37.418	-36.159	-35.53	-35.481	-35.49	-35.597	-39.72	-40.167	-39.201	-38.718	-38.372	-38.049	-37.965
11.855	17.824	-38.492	7.148	-18.138	-0.5081	11.855	12.927	12.346	13.718	13.319	13.097	10.548	10.671	12.098	11.186	10.736	11.976	12.08	11.992	12.209	12.42	12.178	15.085	15.139	14.835	14.683	14.937	15.104	14.611	9.4152	9.5988	8.5472	8.0214	7.5309	7.2017	7.7854	17.824	15.907	8.8615	1.7062	1.1106	0.98718	15.928	8.6041	1.9092	1.132	0.70483	20.007	22.175	24.388	25.978	27.617	29.262	25.603	20.408	17.35	15.821	15.229	14.736	15.08	25.394	19.756	16.697	15.168	14.602	14.123	14.63	-38.492	-37.468	-36.423	-40.052	-38.184	-37.209	-38.247	-36.759	-40.264	-38.466	-37.583	-38.31	-38.066	-38.009	-37.858	-37.865	-37.803	-37.227	-37.422	-36.161	-35.53	-35.489	-35.505	-35.605	-39.718	-40.166	-39.198	-38.715	-38.369	-38.046	-37.962
11.855	17.826	-38.493	7.2148	-18.151	-0.60484	11.855	12.924	12.343	13.72	13.332	13.111	10.546	10.669	12.094	11.186	10.741	11.974	12.076	11.989	12.207	12.419	12.178	15.085	15.141	14.839	14.688	14.946	15.115	14.62	9.4097	9.5977	8.5493	8.0251	7.5342	7.2045	7.7884	17.826	15.906	8.8616	1.709	1.098	1.0102	15.931	8.6073	1.9097	1.1345	0.69093	20.01	22.178	24.39	25.981	27.62	29.265	25.602	20.407	17.347	15.818	15.227	14.735	15.078	25.403	19.764	16.704	15.174	14.608	14.129	14.636	-38.493	-37.471	-36.424	-40.057	-38.191	-37.212	-38.25	-36.765	-40.267	-38.465	-37.589	-38.313	-38.069	-38.005	-37.859	-37.868	-37.803	-37.227	-37.42	-36.161	-35.532	-35.498	-35.519	-35.614	-39.707	-40.153	-39.187	-38.704	-38.358	-38.036	-37.951
11.856	17.825	-38.487	7.1853	-18.34	-0.67049	11.856	12.918	12.332	13.719	13.352	13.133	10.543	10.662	12.09	11.178	10.731	11.973	12.073	11.988	12.208	12.42	12.179	15.086	15.146	14.845	14.695	14.954	15.124	14.629	9.406	9.6	8.5545	8.0318	7.5404	7.2104	7.7944	17.825	15.904	8.8583	1.7104	1.0896	1.0738	15.932	8.6067	1.9079	1.1336	0.69499	20.009	22.177	24.39	25.98	27.619	29.264	25.599	20.403	17.343	15.813	15.223	14.731	15.074	25.406	19.768	16.706	15.175	14.61	14.131	14.638	-38.487	-37.46	-36.423	-40.061	-38.195	-37.211	-38.248	-36.767	-40.264	-38.464	-37.586	-38.313	-38.072	-38.006	-37.862	-37.87	-37.805	-37.232	-37.421	-36.163	-35.534	-35.502	-35.525	-35.619	-39.702	-40.148	-39.183	-38.7	-38.355	-38.033	-37.947
11.855	17.823	-38.485	7.1339	-18.353	-0.62521	11.855	12.918	12.327	13.715	13.307	13.085	10.543	10.662	12.089	11.178	10.73	11.971	12.071	11.984	12.208	12.42	12.175	15.082	15.146	14.847	14.697	14.957	15.127	14.631	9.4028	9.5998	8.5557	8.0336	7.5422	7.2121	7.7962	17.823	15.903	8.8581	1.7094	1.1189	0.95898	15.929	8.6039	1.9046	1.1338	0.69947	20.007	22.176	24.388	25.978	27.617	29.262	25.601	20.405	17.347	15.818	15.227	14.736	15.079	25.398	19.759	16.698	15.167	14.601	14.122	14.629	-38.485	-37.457	-36.42	-40.057	-38.188	-37.219	-38.245	-36.766	-40.263	-38.461	-37.581	-38.31	-38.071	-38.013	-37.868	-37.875	-37.807	-37.242	-37.433	-36.172	-35.541	-35.512	-35.537	-35.629	-39.713	-40.163	-39.197	-38.714	-38.37	-38.048	-37.962
11.852	17.824	-38.49	7.166	-18.24	-0.58566	11.852	12.919	12.331	13.713	13.357	13.142	10.542	10.667	12.092	11.184	10.738	11.968	12.068	11.98	12.206	12.417	12.171	15.077	15.141	14.845	14.697	14.957	15.127	14.631	9.3973	9.5974	8.5545	8.0331	7.5416	7.2114	7.7953	17.824	15.905	8.8603	1.707	1.0909	1.1105	15.929	8.6037	1.9044	1.1347	0.69663	20.007	22.176	24.388	25.978	27.617	29.262	25.606	20.41	17.353	15.824	15.234	14.743	15.085	25.39	19.753	16.691	15.16	14.594	14.114	14.621	-38.49	-37.465	-36.42	-40.049	-38.179	-37.195	-38.248	-36.769	-40.267	-38.463	-37.584	-38.307	-38.065	-38.014	-37.871	-37.878	-37.809	-37.248	-37.444	-36.179	-35.547	-35.521	-35.548	-35.638	-39.717	-40.17	-39.202	-38.718	-38.375	-38.054	-37.967
11.851	17.821	-38.491	7.1746	-18.293	-0.59732	11.851	12.917	12.328	13.713	13.307	13.086	10.54	10.665	12.095	11.181	10.731	11.967	12.066	11.977	12.201	12.411	12.166	15.074	15.138	14.844	14.698	14.957	15.126	14.631	9.3918	9.5956	8.5558	8.036	7.5438	7.2129	7.7968	17.821	15.902	8.8575	1.7042	1.1142	0.95876	15.927	8.6013	1.9015	1.1276	0.69778	20.005	22.173	24.386	25.976	27.615	29.259	25.603	20.408	17.351	15.822	15.231	14.74	15.083	25.39	19.752	16.69	15.159	14.592	14.112	14.619	-38.491	-37.465	-36.421	-40.049	-38.18	-37.21	-38.25	-36.772	-40.267	-38.468	-37.586	-38.309	-38.067	-38.012	-37.865	-37.87	-37.802	-37.247	-37.449	-36.183	-35.55	-35.521	-35.546	-35.637	-39.709	-40.158	-39.188	-38.703	-38.361	-38.042	-37.953
11.851	17.818	-38.487	7.1123	-18.405	-0.57867	11.851	12.915	12.32	13.712	13.321	13.102	10.541	10.659	12.094	11.176	10.723	11.965	12.064	11.976	12.199	12.408	12.162	15.075	15.14	14.847	14.701	14.959	15.128	14.634	9.3894	9.5955	8.5584	8.0398	7.5481	7.2177	7.8014	17.818	15.9	8.8549	1.7047	1.1035	0.99657	15.924	8.5977	1.8968	1.12	0.69387	20.002	22.171	24.384	25.973	27.613	29.257	25.597	20.402	17.344	15.816	15.225	14.733	15.076	25.394	19.756	16.693	15.161	14.594	14.113	14.619	-38.487	-37.456	-36.419	-40.051	-38.183	-37.206	-38.247	-36.771	-40.262	-38.466	-37.585	-38.313	-38.073	-38.012	-37.862	-37.866	-37.796	-37.248	-37.45	-36.185	-35.553	-35.519	-35.54	-35.635	-39.704	-40.15	-39.179	-38.694	-38.353	-38.035	-37.945
